"행정구역","2020년03월_계_총인구수","2020년03월_계_연령구간인구수","2020년03월_계_10~19세","2020년03월_계_20~29세","2020년03월_계_30~39세","2020년03월_계_40~49세","2020년03월_계_50~59세","2020년03월_계_60~69세","2020년03월_계_70~79세","2020년03월_계_80~89세","2020년03월_계_90~99세","2020년03월_계_100세 이상","2020년03월_남_총인구수","2020년03월_남_연령구간인구수","2020년03월_남_10~19세","2020년03월_남_20~29세","2020년03월_남_30~39세","2020년03월_남_40~49세","2020년03월_남_50~59세","2020년03월_남_60~69세","2020년03월_남_70~79세","2020년03월_남_80~89세","2020년03월_남_90~99세","2020년03월_남_100세 이상","2020년03월_여_총인구수","2020년03월_여_연령구간인구수","2020년03월_여_10~19세","2020년03월_여_20~29세","2020년03월_여_30~39세","2020년03월_여_40~49세","2020년03월_여_50~59세","2020년03월_여_60~69세","2020년03월_여_70~79세","2020년03월_여_80~89세","2020년03월_여_90~99세","2020년03월_여_100세 이상"
"경기도 안산시 단원구 선부1동(4127358000)","14,938","13,867","1,267","2,203","2,337","2,379","2,864","1,770","648","354","44","1","7,621","7,070","638","1,202","1,331","1,220","1,393","924","252","101","8","1","7,317","6,797","629","1,001","1,006","1,159","1,471","846","396","253","36","0"
"경기도 안산시 단원구 선부2동(4127359000)","17,742","16,728","1,791","2,647","2,074","3,118","3,922","1,919","810","389","55","3","9,624","9,102","940","1,448","1,189","1,728","2,240","1,028","390","122","16","1","8,118","7,626","851","1,199","885","1,390","1,682","891","420","267","39","2"
"경기도 안산시 단원구 선부3동(4127360000)","36,201","33,505","3,879","5,880","5,199","6,412","6,974","3,304","1,194","593","66","4","18,541","17,178","2,038","3,134","2,788","3,214","3,531","1,787","493","184","8","1","17,660","16,327","1,841","2,746","2,411","3,198","3,443","1,517","701","409","58","3"
"경기도 안산시 단원구 대부동(4127361000)","8,542","8,234","396","691","657","934","1,926","1,974","1,052","517","81","6","4,462","4,288","218","384","386","534","981","1,023","542","196","21","3","4,080","3,946","178","307","271","400","945","951","510","321","60","3"
"경기도 고양시 (4128000000)","1,072,909","988,262","108,017","150,346","142,165","185,328","192,899","112,453","60,801","31,450","4,485","318","525,756","482,637","55,522","76,804","70,255","89,719","95,390","56,469","25,861","11,365","1,169","83","547,153","505,625","52,495","73,542","71,910","95,609","97,509","55,984","34,940","20,085","3,316","235"
"경기도 고양시 덕양구 (4128100000)","471,039","431,872","42,352","62,629","66,780","78,977","81,990","53,029","29,788","14,151","1,972","204","233,101","213,177","21,736","32,336","33,623","39,750","40,863","26,336","12,849","5,134","498","52","237,938","218,695","20,616","30,293","33,157","39,227","41,127","26,693","16,939","9,017","1,474","152"
"경기도 고양시 덕양구 주교동(4128151000)","15,534","14,888","1,303","2,213","1,514","2,312","3,280","2,274","1,283","620","83","6","8,008","7,659","718","1,222","837","1,214","1,755","1,139","549","204","19","2","7,526","7,229","585","991","677","1,098","1,525","1,135","734","416","64","4"
"경기도 고양시 덕양구 원신동(4128152000)","23,898","20,625","1,875","2,393","4,259","4,264","3,360","2,629","1,259","515","66","5","11,543","9,881","918","1,204","1,986","2,188","1,558","1,243","583","181","19","1","12,355","10,744","957","1,189","2,273","2,076","1,802","1,386","676","334","47","4"
"경기도 고양시 덕양구 흥도동(4128153000)","44,551","38,923","3,721","5,028","7,983","8,168","6,186","4,386","2,367","949","130","5","21,664","18,870","1,872","2,479","3,776","4,267","2,938","2,085","1,091","338","24","0","22,887","20,053","1,849","2,549","4,207","3,901","3,248","2,301","1,276","611","106","5"
"경기도 고양시 덕양구 성사1동(4128154000)","21,946","20,587","1,954","2,992","2,524","3,649","4,294","2,736","1,566","747","113","12","10,875","10,176","1,032","1,569","1,267","1,884","2,141","1,336","648","275","23","1","11,071","10,411","922","1,423","1,257","1,765","2,153","1,400","918","472","90","11"
"경기도 고양시 덕양구 성사2동(4128155000)","11,667","10,970","1,135","1,446","1,364","1,840","2,129","1,526","959","512","54","5","5,652","5,302","586","770","698","872","1,021","758","397","186","13","1","6,015","5,668","549","676","666","968","1,108","768","562","326","41","4"
"경기도 고양시 덕양구 효자동(4128156000)","10,257","8,845","737","1,390","2,209","1,658","1,353","803","437","200","40","18","5,043","4,334","345","618","1,096","870","696","407","201","73","19","9","5,214","4,511","392","772","1,113","788","657","396","236","127","21","9"
"경기도 고양시 덕양구 삼송동(4128157500)","22,117","19,913","1,423","2,720","4,270","3,513","3,241","2,551","1,510","598","72","15","10,728","9,647","728","1,323","2,142","1,793","1,509","1,224","690","220","13","5","11,389","10,266","695","1,397","2,128","1,720","1,732","1,327","820","378","59","10"
"경기도 고양시 덕양구 창릉동(4128158000)","20,149","17,671","1,489","2,301","4,503","3,496","2,525","1,931","979","368","67","12","10,100","8,807","756","1,091","2,255","1,837","1,259","974","469","144","21","1","10,049","8,864","733","1,210","2,248","1,659","1,266","957","510","224","46","11"
"경기도 고양시 덕양구 고양동(4128159000)","30,947","28,482","3,289","3,567","3,554","5,495","5,054","3,941","2,394","1,034","141","13","15,575","14,309","1,716","1,913","1,826","2,802","2,672","1,869","1,062","403","41","5","15,372","14,173","1,573","1,654","1,728","2,693","2,382","2,072","1,332","631","100","8"
"경기도 고양시 덕양구 관산동(4128160000)","36,503","34,225","2,895","4,380","4,295","5,772","6,926","5,442","3,027","1,241","209","38","18,570","17,408","1,514","2,406","2,270","3,109","3,538","2,698","1,365","452","46","10","17,933","16,817","1,381","1,974","2,025","2,663","3,388","2,744","1,662","789","163","28"
"경기도 고양시 덕양구 능곡동(4128161000)","15,932","14,967","1,301","2,168","1,827","2,402","3,244","2,184","1,210","540","79","12","8,150","7,628","702","1,195","941","1,222","1,651","1,129","567","204","15","2","7,782","7,339","599","973","886","1,180","1,593","1,055","643","336","64","10"
"경기도 고양시 덕양구 화정1동(4128162100)","38,567","36,359","3,882","6,297","4,324","6,251","7,615","3,811","2,531","1,461","172","15","18,736","17,614","2,035","3,121","2,212","2,920","3,763","1,906","994","602","57","4","19,831","18,745","1,847","3,176","2,112","3,331","3,852","1,905","1,537","859","115","11"
"경기도 고양시 덕양구 화정2동(4128162200)","33,826","30,963","3,969","4,676","4,320","6,564","5,773","2,862","1,709","973","114","3","16,400","14,974","2,033","2,389","2,126","3,065","2,834","1,467","674","354","31","1","17,426","15,989","1,936","2,287","2,194","3,499","2,939","1,395","1,035","619","83","2"
"경기도 고양시 덕양구 행주동(4128163000)","19,720","18,900","1,331","2,988","2,345","2,941","4,184","2,808","1,474","722","100","7","10,244","9,815","697","1,628","1,327","1,595","2,233","1,431","629","257","17","1","9,476","9,085","634","1,360","1,018","1,346","1,951","1,377","845","465","83","6"
"경기도 고양시 덕양구 행신1동(4128164000)","22,553","20,976","2,220","3,200","2,801","3,757","4,279","2,560","1,375","690","89","5","10,989","10,169","1,107","1,623","1,450","1,805","2,060","1,312","537","252","22","1","11,564","10,807","1,113","1,577","1,351","1,952","2,219","1,248","838","438","67","4"
"경기도 고양시 덕양구 행신2동(4128165000)","32,976","30,524","3,088","5,042","4,975","5,242","6,049","3,176","1,851","970","124","7","16,246","15,001","1,600","2,619","2,558","2,524","2,960","1,628","758","320","33","1","16,730","15,523","1,488","2,423","2,417","2,718","3,089","1,548","1,093","650","91","6"
"경기도 고양시 덕양구 행신3동(4128165500)","46,772","43,740","5,146","7,038","5,216","7,995","9,237","4,836","2,582","1,461","225","4","22,753","21,186","2,593","3,653","2,613","3,798","4,561","2,407","1,031","471","59","0","24,019","22,554","2,553","3,385","2,603","4,197","4,676","2,429","1,551","990","166","4"
"경기도 고양시 덕양구 화전동(4128166000)","20,507","17,790","1,427","2,337","4,220","3,343","2,777","2,126","1,025","442","76","17","10,304","8,926","696","1,214","2,073","1,795","1,413","1,060","489","159","22","5","10,203","8,864","731","1,123","2,147","1,548","1,364","1,066","536","283","54","12"
"경기도 고양시 덕양구 대덕동(4128167000)","2,617","2,524","167","453","277","315","484","447","250","108","18","5","1,521","1,471","88","299","170","190","301","263","115","39","4","2","1,096","1,053","79","154","107","125","183","184","135","69","14","3"
"경기도 고양시 일산동구 (4128500000)","298,863","277,189","30,607","44,739","38,571","52,497","55,411","30,317","15,265","8,436","1,288","58","145,533","134,434","15,860","22,503","18,718","24,855","27,241","15,402","6,462","3,045","329","19","153,330","142,755","14,747","22,236","19,853","27,642","28,170","14,915","8,803","5,391","959","39"
"경기도 고양시 일산동구 식사동(4128551000)","34,359","30,901","4,642","4,718","3,794","6,946","6,028","2,723","1,337","613","97","3","16,710","14,956","2,394","2,349","1,650","3,236","3,081","1,440","544","232","29","1","17,649","15,945","2,248","2,369","2,144","3,710","2,947","1,283","793","381","68","2"
"경기도 고양시 일산동구 중산동(4128552000)","47,879","44,271","4,769","7,126","5,722","7,644","9,302","5,211","2,686","1,540","255","16","23,187","21,328","2,503","3,754","2,791","3,582","4,400","2,586","1,112","528","68","4","24,692","22,943","2,266","3,372","2,931","4,062","4,902","2,625","1,574","1,012","187","12"
"경기도 고양시 일산동구 정발산동(4128553000)","24,108","22,774","2,269","4,053","2,990","3,802","4,621","2,782","1,427","717","107","6","11,643","10,950","1,155","2,070","1,518","1,790","2,151","1,354","623","256","30","3","12,465","11,824","1,114","1,983","1,472","2,012","2,470","1,428","804","461","77","3"
"경기도 고양시 일산동구 풍산동(4128554000)","39,524","36,089","4,697","5,421","4,845","7,143","6,874","3,949","1,971","1,039","146","4","19,115","17,383","2,419","2,748","2,366","3,331","3,327","1,948","818","385","41","0","20,409","18,706","2,278","2,673","2,479","3,812","3,547","2,001","1,153","654","105","4"
"경기도 고양시 일산동구 백석1동(4128555100)","31,219","29,084","2,971","5,022","4,618","5,349","5,733","3,110","1,438","752","85","6","14,909","13,817","1,531","2,468","2,274","2,438","2,705","1,519","576","288","16","2","16,310","15,267","1,440","2,554","2,344","2,911","3,028","1,591","862","464","69","4"
"경기도 고양시 일산동구 백석2동(4128555200)","20,943","19,983","1,432","3,349","3,511","3,877","3,815","2,131","1,125","645","93","5","10,134","9,656","757","1,592","1,701","1,896","1,948","1,061","470","206","25","0","10,809","10,327","675","1,757","1,810","1,981","1,867","1,070","655","439","68","5"
"경기도 고양시 일산동구 마두1동(4128556000)","24,730","23,193","3,354","3,878","2,295","4,363","4,843","2,423","1,208","703","118","8","11,949","11,152","1,737","1,911","1,065","1,970","2,395","1,281","514","245","31","3","12,781","12,041","1,617","1,967","1,230","2,393","2,448","1,142","694","458","87","5"
"경기도 고양시 일산동구 마두2동(4128557000)","16,677","15,404","2,292","2,264","1,576","3,040","3,128","1,468","855","675","105","1","7,850","7,194","1,165","1,132","669","1,330","1,535","748","343","236","35","1","8,827","8,210","1,127","1,132","907","1,710","1,593","720","512","439","70","0"
"경기도 고양시 일산동구 장항1동(4128558000)","10,540","9,213","945","1,128","1,649","1,935","1,839","1,086","444","154","30","3","5,421","4,719","485","598","751","1,018","969","601","232","61","3","1","5,119","4,494","460","530","898","917","870","485","212","93","27","2"
"경기도 고양시 일산동구 장항2동(4128559000)","26,306","25,123","1,616","4,889","4,699","4,901","4,693","2,226","1,216","775","105","3","12,796","12,198","832","2,277","2,366","2,356","2,338","1,183","495","318","31","2","13,510","12,925","784","2,612","2,333","2,545","2,355","1,043","721","457","74","1"
"경기도 고양시 일산동구 고봉동(4128560000)","22,578","21,154","1,620","2,891","2,872","3,497","4,535","3,208","1,558","823","147","3","11,819","11,081","882","1,604","1,567","1,908","2,392","1,681","735","290","20","2","10,759","10,073","738","1,287","1,305","1,589","2,143","1,527","823","533","127","1"
"경기도 고양시 일산서구 (4128700000)","303,007","279,201","35,058","42,978","36,814","53,854","55,498","29,107","15,748","8,863","1,225","56","147,122","135,026","17,926","21,965","17,914","25,114","27,286","14,731","6,550","3,186","342","12","155,885","144,175","17,132","21,013","18,900","28,740","28,212","14,376","9,198","5,677","883","44"
"경기도 고양시 일산서구 일산1동(4128751000)","28,227","26,044","2,856","4,081","3,385","4,624","5,315","3,010","1,796","850","117","10","13,754","12,671","1,462","2,130","1,699","2,183","2,573","1,509","759","321","34","1","14,473","13,373","1,394","1,951","1,686","2,441","2,742","1,501","1,037","529","83","9"
"경기도 고양시 일산서구 일산2동(4128752000)","19,020","17,975","1,596","2,839","2,034","2,742","4,287","2,508","1,231","648","85","5","9,438","8,929","854","1,477","1,024","1,362","2,126","1,292","529","242","23","0","9,582","9,046","742","1,362","1,010","1,380","2,161","1,216","702","406","62","5"
"경기도 고양시 일산서구 일산3동(4128753000)","36,501","33,749","5,952","4,964","3,504","7,499","6,519","2,978","1,362","827","138","6","17,712","16,305","3,067","2,533","1,662","3,355","3,213","1,571","576","288","39","1","18,789","17,444","2,885","2,431","1,842","4,144","3,306","1,407","786","539","99","5"
"경기도 고양시 일산서구 탄현동(4128754000)","52,815","47,886","5,857","7,638","7,325","9,575","9,467","4,217","2,297","1,321","186","3","25,861","23,319","2,987","3,886","3,599","4,597","4,706","2,116","925","454","49","0","26,954","24,567","2,870","3,752","3,726","4,978","4,761","2,101","1,372","867","137","3"
"경기도 고양시 일산서구 주엽1동(4128755000)","28,469","26,398","3,433","3,755","3,251","4,934","5,055","2,876","1,719","1,210","159","6","13,405","12,369","1,743","1,930","1,510","2,179","2,389","1,456","672","434","55","1","15,064","14,029","1,690","1,825","1,741","2,755","2,666","1,420","1,047","776","104","5"
"경기도 고양시 일산서구 주엽2동(4128756000)","29,657","27,549","3,391","3,861","3,426","5,055","5,251","2,999","1,970","1,397","191","8","13,884","12,786","1,692","1,926","1,646","2,283","2,473","1,487","736","477","63","3","15,773","14,763","1,699","1,935","1,780","2,772","2,778","1,512","1,234","920","128","5"
"경기도 고양시 일산서구 대화동(4128757000)","34,858","32,641","3,066","6,192","5,041","5,524","6,500","3,478","1,803","911","118","8","16,824","15,704","1,620","2,968","2,557","2,570","3,135","1,737","769","314","31","3","18,034","16,937","1,446","3,224","2,484","2,954","3,365","1,741","1,034","597","87","5"
"경기도 고양시 일산서구 송포동(4128758000)","21,691","20,030","2,395","3,098","2,917","3,852","3,934","2,110","1,093","556","73","2","10,721","9,886","1,243","1,659","1,421","1,782","1,960","1,075","499","229","17","1","10,970","10,144","1,152","1,439","1,496","2,070","1,974","1,035","594","327","56","1"
"경기도 고양시 일산서구 송산동(4128759000)","51,769","46,929","6,512","6,550","5,931","10,049","9,170","4,931","2,477","1,143","158","8","25,523","23,057","3,258","3,456","2,796","4,803","4,711","2,488","1,085","427","31","2","26,246","23,872","3,254","3,094","3,135","5,246","4,459","2,443","1,392","716","127","6"
